text,chunk_type,database_id,polymer_name,force_field,property,value,extra_info,doi,paper_title,chunk_id
"Polymer: An Epoxy Resin (DGEBA/IPDA)
Property: density = 1.0845
Additional Info: {}
Force Field: CHARMM
Source: Molecular Simulations of Thermomechanical Properties of EpoxyAmine Resins
DOI: https://doi.org/10.1021/acsomega.2c03071",property,415,An Epoxy Resin (DGEBA/IPDA),CHARMM,density,1.0845,{},https://doi.org/10.1021/acsomega.2c03071,Molecular Simulations of Thermomechanical Properties of EpoxyAmine Resins,28b0d99bed00
"Polymer: An Epoxy Resin (DGEBA/IPDA)
Property: youngs_modulus = 2.56
Additional Info: {}
Force Field: CHARMM
Source: Molecular Simulations of Thermomechanical Properties of EpoxyAmine Resins
DOI: https://doi.org/10.1021/acsomega.2c03071",property,417,An Epoxy Resin (DGEBA/IPDA),CHARMM,youngs_modulus,2.56,{},https://doi.org/10.1021/acsomega.2c03071,Molecular Simulations of Thermomechanical Properties of EpoxyAmine Resins,1e1ffa070200
"Polymer: An Epoxy Resin (DGEBA/MMIPA)
Property: density = 1.0753
Additional Info: {}
Force Field: CHARMM
Source: Molecular Simulations of Thermomechanical Properties of EpoxyAmine Resins
DOI: https://doi.org/10.1021/acsomega.2c03071",property,418,An Epoxy Resin (DGEBA/MMIPA),CHARMM,density,1.0753,{},https://doi.org/10.1021/acsomega.2c03071,Molecular Simulations of Thermomechanical Properties of EpoxyAmine Resins,d5a3a06abe2e
"Polymer: An Epoxy Resin (DGEBA/MMIPA)
Property: youngs_modulus = 2.19
Additional Info: {}
Force Field: CHARMM
Source: Molecular Simulations of Thermomechanical Properties of EpoxyAmine Resins
DOI: https://doi.org/10.1021/acsomega.2c03071",property,419,An Epoxy Resin (DGEBA/MMIPA),CHARMM,youngs_modulus,2.19,{},https://doi.org/10.1021/acsomega.2c03071,Molecular Simulations of Thermomechanical Properties of EpoxyAmine Resins,efe7561792be
"Polymer: An Epoxy Resin (DGEBA/MXDA)
Property: density = 1.1243
Additional Info: {}
Force Field: CHARMM
Source: Molecular Simulations of Thermomechanical Properties of EpoxyAmine Resins
DOI: https://doi.org/10.1021/acsomega.2c03071",property,420,An Epoxy Resin (DGEBA/MXDA),CHARMM,density,1.1243,{},https://doi.org/10.1021/acsomega.2c03071,Molecular Simulations of Thermomechanical Properties of EpoxyAmine Resins,5645915d4018
"Polymer: An Epoxy Resin (DGEBA/MXDA)
Property: youngs_modulus = 3.41
Additional Info: {}
Force Field: CHARMM
Source: Molecular Simulations of Thermomechanical Properties of EpoxyAmine Resins
DOI: https://doi.org/10.1021/acsomega.2c03071",property,421,An Epoxy Resin (DGEBA/MXDA),CHARMM,youngs_modulus,3.41,{},https://doi.org/10.1021/acsomega.2c03071,Molecular Simulations of Thermomechanical Properties of EpoxyAmine Resins,0d43da10b58f
"Polymer: An Epoxy Resin (DGEBA/TEPA)
Property: density = 1.1022
Additional Info: {}
Force Field: CHARMM
Source: Molecular Simulations of Thermomechanical Properties of EpoxyAmine Resins
DOI: https://doi.org/10.1021/acsomega.2c03071",property,422,An Epoxy Resin (DGEBA/TEPA),CHARMM,density,1.1022,{},https://doi.org/10.1021/acsomega.2c03071,Molecular Simulations of Thermomechanical Properties of EpoxyAmine Resins,3e20d190790d
"Polymer: An Epoxy Resin (DGEBA/TEPA)
Property: youngs_modulus = 2.43
Additional Info: {}
Force Field: CHARMM
Source: Molecular Simulations of Thermomechanical Properties of EpoxyAmine Resins
DOI: https://doi.org/10.1021/acsomega.2c03071",property,424,An Epoxy Resin (DGEBA/TEPA),CHARMM,youngs_modulus,2.43,{},https://doi.org/10.1021/acsomega.2c03071,Molecular Simulations of Thermomechanical Properties of EpoxyAmine Resins,daa4b7c93c8b
"Polymer: An Epoxy Resin (DGEBA/TTDA)
Property: density = 1.1162
Additional Info: {}
Force Field: CHARMM
Source: Molecular Simulations of Thermomechanical Properties of EpoxyAmine Resins
DOI: https://doi.org/10.1021/acsomega.2c03071",property,425,An Epoxy Resin (DGEBA/TTDA),CHARMM,density,1.1162,{},https://doi.org/10.1021/acsomega.2c03071,Molecular Simulations of Thermomechanical Properties of EpoxyAmine Resins,7e3194cb4b62
"Polymer: An Epoxy Resin (DGEBA/TTDA)
Property: youngs_modulus = 2.15
Additional Info: {}
Force Field: CHARMM
Source: Molecular Simulations of Thermomechanical Properties of EpoxyAmine Resins
DOI: https://doi.org/10.1021/acsomega.2c03071",property,427,An Epoxy Resin (DGEBA/TTDA),CHARMM,youngs_modulus,2.15,{},https://doi.org/10.1021/acsomega.2c03071,Molecular Simulations of Thermomechanical Properties of EpoxyAmine Resins,6fae92aa36bf
"Polymer: An Epoxy Resin (DGEBF/IPDA)
Property: density = 1.1024
Additional Info: {}
Force Field: CHARMM
Source: Molecular Simulations of Thermomechanical Properties of EpoxyAmine Resins
DOI: https://doi.org/10.1021/acsomega.2c03071",property,428,An Epoxy Resin (DGEBF/IPDA),CHARMM,density,1.1024,{},https://doi.org/10.1021/acsomega.2c03071,Molecular Simulations of Thermomechanical Properties of EpoxyAmine Resins,52f84d6f85f3
"Polymer: An Epoxy Resin (DGEBF/IPDA)
Property: youngs_modulus = 1.92
Additional Info: {}
Force Field: CHARMM
Source: Molecular Simulations of Thermomechanical Properties of EpoxyAmine Resins
DOI: https://doi.org/10.1021/acsomega.2c03071",property,430,An Epoxy Resin (DGEBF/IPDA),CHARMM,youngs_modulus,1.92,{},https://doi.org/10.1021/acsomega.2c03071,Molecular Simulations of Thermomechanical Properties of EpoxyAmine Resins,ed8c713fa41b
"Polymer: An Epoxy Resin (DGEVA/DETA)
Property: density = 1.1792
Additional Info: {}
Force Field: CHARMM
Source: Molecular Simulations of Thermomechanical Properties of EpoxyAmine Resins
DOI: https://doi.org/10.1021/acsomega.2c03071",property,431,An Epoxy Resin (DGEVA/DETA),CHARMM,density,1.1792,{},https://doi.org/10.1021/acsomega.2c03071,Molecular Simulations of Thermomechanical Properties of EpoxyAmine Resins,3df14104cc26
"Polymer: An Epoxy Resin (DGEVA/DETA)
Property: youngs_modulus = 2.57
Additional Info: {}
Force Field: CHARMM
Source: Molecular Simulations of Thermomechanical Properties of EpoxyAmine Resins
DOI: https://doi.org/10.1021/acsomega.2c03071",property,433,An Epoxy Resin (DGEVA/DETA),CHARMM,youngs_modulus,2.57,{},https://doi.org/10.1021/acsomega.2c03071,Molecular Simulations of Thermomechanical Properties of EpoxyAmine Resins,5e71d745b369
"Polymer: An Epoxy Resin (DGEVA/IPDA)
Property: density = 1.1546
Additional Info: {}
Force Field: CHARMM
Source: Molecular Simulations of Thermomechanical Properties of EpoxyAmine Resins
DOI: https://doi.org/10.1021/acsomega.2c03071",property,434,An Epoxy Resin (DGEVA/IPDA),CHARMM,density,1.1546,{},https://doi.org/10.1021/acsomega.2c03071,Molecular Simulations of Thermomechanical Properties of EpoxyAmine Resins,3eb0a7a792a1
"Polymer: An Epoxy Resin (DGEVA/IPDA)
Property: youngs_modulus = 3.99
Additional Info: {}
Force Field: CHARMM
Source: Molecular Simulations of Thermomechanical Properties of EpoxyAmine Resins
DOI: https://doi.org/10.1021/acsomega.2c03071",property,436,An Epoxy Resin (DGEVA/IPDA),CHARMM,youngs_modulus,3.99,{},https://doi.org/10.1021/acsomega.2c03071,Molecular Simulations of Thermomechanical Properties of EpoxyAmine Resins,951b39bfb5ac
"Polymer: An Epoxy Resin (DGEVA/MDEA)
Property: density = 1.1444
Additional Info: {}
Force Field: CHARMM
Source: Molecular Simulations of Thermomechanical Properties of EpoxyAmine Resins
DOI: https://doi.org/10.1021/acsomega.2c03071",property,437,An Epoxy Resin (DGEVA/MDEA),CHARMM,density,1.1444,{},https://doi.org/10.1021/acsomega.2c03071,Molecular Simulations of Thermomechanical Properties of EpoxyAmine Resins,4327822af7a4
"Polymer: An Epoxy Resin (DGEVA/MDEA)
Property: youngs_modulus = 3.23
Additional Info: {}
Force Field: CHARMM
Source: Molecular Simulations of Thermomechanical Properties of EpoxyAmine Resins
DOI: https://doi.org/10.1021/acsomega.2c03071",property,439,An Epoxy Resin (DGEVA/MDEA),CHARMM,youngs_modulus,3.23,{},https://doi.org/10.1021/acsomega.2c03071,Molecular Simulations of Thermomechanical Properties of EpoxyAmine Resins,d69d9628350c
"Polymer: An Epoxy Resin (DGEVA/MXDA)
Property: density = 1.2193
Additional Info: {}
Force Field: CHARMM
Source: Molecular Simulations of Thermomechanical Properties of EpoxyAmine Resins
DOI: https://doi.org/10.1021/acsomega.2c03071",property,440,An Epoxy Resin (DGEVA/MXDA),CHARMM,density,1.2193,{},https://doi.org/10.1021/acsomega.2c03071,Molecular Simulations of Thermomechanical Properties of EpoxyAmine Resins,3e905d4494d8
"Polymer: An Epoxy Resin (DGEVA/MXDA)
Property: youngs_modulus = 3.41
Additional Info: {}
Force Field: CHARMM
Source: Molecular Simulations of Thermomechanical Properties of EpoxyAmine Resins
DOI: https://doi.org/10.1021/acsomega.2c03071",property,442,An Epoxy Resin (DGEVA/MXDA),CHARMM,youngs_modulus,3.41,{},https://doi.org/10.1021/acsomega.2c03071,Molecular Simulations of Thermomechanical Properties of EpoxyAmine Resins,56370d385672
"Polymer: An Epoxy Resin (PHTE/IPDA)
Property: density = 1.1085
Additional Info: {}
Force Field: CHARMM
Source: Molecular Simulations of Thermomechanical Properties of EpoxyAmine Resins
DOI: https://doi.org/10.1021/acsomega.2c03071",property,443,An Epoxy Resin (PHTE/IPDA),CHARMM,density,1.1085,{},https://doi.org/10.1021/acsomega.2c03071,Molecular Simulations of Thermomechanical Properties of EpoxyAmine Resins,81e45ee23ee0
"Polymer: An Epoxy Resin (PHTE/IPDA)
Property: youngs_modulus = 3.99
Additional Info: {}
Force Field: CHARMM
Source: Molecular Simulations of Thermomechanical Properties of EpoxyAmine Resins
DOI: https://doi.org/10.1021/acsomega.2c03071",property,445,An Epoxy Resin (PHTE/IPDA),CHARMM,youngs_modulus,3.99,{},https://doi.org/10.1021/acsomega.2c03071,Molecular Simulations of Thermomechanical Properties of EpoxyAmine Resins,4b47ad5c7bf8
"Polymer: An Epoxy Resin (PHTE/MDEA)
Property: density = 1.1046
Additional Info: {}
Force Field: CHARMM
Source: Molecular Simulations of Thermomechanical Properties of EpoxyAmine Resins
DOI: https://doi.org/10.1021/acsomega.2c03071",property,446,An Epoxy Resin (PHTE/MDEA),CHARMM,density,1.1046,{},https://doi.org/10.1021/acsomega.2c03071,Molecular Simulations of Thermomechanical Properties of EpoxyAmine Resins,74b0ecbc2d70
"Polymer: An Epoxy Resin (PHTE/MDEA)
Property: youngs_modulus = 3.71
Additional Info: {}
Force Field: CHARMM
Source: Molecular Simulations of Thermomechanical Properties of EpoxyAmine Resins
DOI: https://doi.org/10.1021/acsomega.2c03071",property,448,An Epoxy Resin (PHTE/MDEA),CHARMM,youngs_modulus,3.71,{},https://doi.org/10.1021/acsomega.2c03071,Molecular Simulations of Thermomechanical Properties of EpoxyAmine Resins,096f4ed465bf
"Polymer: An Epoxy Resin (PHTE/MXDA)
Property: density = 1.2025
Additional Info: {}
Force Field: CHARMM
Source: Molecular Simulations of Thermomechanical Properties of EpoxyAmine Resins
DOI: https://doi.org/10.1021/acsomega.2c03071",property,449,An Epoxy Resin (PHTE/MXDA),CHARMM,density,1.2025,{},https://doi.org/10.1021/acsomega.2c03071,Molecular Simulations of Thermomechanical Properties of EpoxyAmine Resins,d76774398297
"Polymer: An Epoxy Resin (PHTE/MXDA)
Property: youngs_modulus = 4.88
Additional Info: {}
Force Field: CHARMM
Source: Molecular Simulations of Thermomechanical Properties of EpoxyAmine Resins
DOI: https://doi.org/10.1021/acsomega.2c03071",property,451,An Epoxy Resin (PHTE/MXDA),CHARMM,youngs_modulus,4.88,{},https://doi.org/10.1021/acsomega.2c03071,Molecular Simulations of Thermomechanical Properties of EpoxyAmine Resins,d53b0c74318e
"Polymer: Polyethylene (PE) C50 (25 ethylene units)
Property: density = 0.7426
Additional Info: {""condition"": ""C50 chain in hexane solution""}
Force Field: United-atom (UA) polyethylene force field
Source: Multiscale simulation of polymer melt viscoelasticity_ Expanded-ensemble Monte Carlo coupled with atomistic nonequilibrium molecular dynamics
DOI: https://doi.org/10.1103/physrevb.79.144302",property,452,Polyethylene (PE) C50 (25 ethylene units),United-atom (UA) polyethylene force field,density,0.7426,"{""condition"": ""C50 chain in hexane solution""}",https://doi.org/10.1103/physrevb.79.144302,Multiscale simulation of polymer melt viscoelasticity_ Expanded-ensemble Monte Carlo coupled with atomistic nonequilibrium molecular dynamics,2f179340553d
"Polymer: Polyethylene (PE) C78 (39 ethylene units)
Property: density = 0.7638
Additional Info: {""condition"": ""C78 chain in hexane solution""}
Force Field: United-atom (UA) polyethylene force field
Source: Multiscale simulation of polymer melt viscoelasticity_ Expanded-ensemble Monte Carlo coupled with atomistic nonequilibrium molecular dynamics
DOI: https://doi.org/10.1103/physrevb.79.144302",property,453,Polyethylene (PE) C78 (39 ethylene units),United-atom (UA) polyethylene force field,density,0.7638,"{""condition"": ""C78 chain in hexane solution""}",https://doi.org/10.1103/physrevb.79.144302,Multiscale simulation of polymer melt viscoelasticity_ Expanded-ensemble Monte Carlo coupled with atomistic nonequilibrium molecular dynamics,37d67cf8a0dc
"Polymer: Polyethylene (PE) C128 (64 ethylene units)
Property: density = 0.7754
Additional Info: {""condition"": ""C128 chain in hexane solution""}
Force Field: United-atom (UA) polyethylene force field
Source: Multiscale simulation of polymer melt viscoelasticity_ Expanded-ensemble Monte Carlo coupled with atomistic nonequilibrium molecular dynamics
DOI: https://doi.org/10.1103/physrevb.79.144302",property,454,Polyethylene (PE) C128 (64 ethylene units),United-atom (UA) polyethylene force field,density,0.7754,"{""condition"": ""C128 chain in hexane solution""}",https://doi.org/10.1103/physrevb.79.144302,Multiscale simulation of polymer melt viscoelasticity_ Expanded-ensemble Monte Carlo coupled with atomistic nonequilibrium molecular dynamics,3d16037b800f
"Polymer: Isotactic Poly(methyl methacrylate)
Property: density = 1.0517
Additional Info: {}
Force Field: CG potentials via Ref 16
Source: Multiscale simulations of the structure and dynamics of stereoregular poly_methyl methacrylate_s
DOI: https://doi.org/10.1007/s00894-014-2377-3",property,455,Isotactic Poly(methyl methacrylate),CG potentials via Ref 16,density,1.0517,{},https://doi.org/10.1007/s00894-014-2377-3,Multiscale simulations of the structure and dynamics of stereoregular poly_methyl methacrylate_s,ae38439c202e
"Polymer: Isotactic Poly(methyl methacrylate)
Property: radius_gyration = 0.907
Additional Info: {}
Force Field: CG potentials via Ref 16
Source: Multiscale simulations of the structure and dynamics of stereoregular poly_methyl methacrylate_s
DOI: https://doi.org/10.1007/s00894-014-2377-3",property,456,Isotactic Poly(methyl methacrylate),CG potentials via Ref 16,radius_gyration,0.907,{},https://doi.org/10.1007/s00894-014-2377-3,Multiscale simulations of the structure and dynamics of stereoregular poly_methyl methacrylate_s,feb4fc36cb8f
"Polymer: Syndiotactic Poly(methyl methacrylate)
Property: density = 1.0451
Additional Info: {}
Force Field: CG potentials via Ref 16
Source: Multiscale simulations of the structure and dynamics of stereoregular poly_methyl methacrylate_s
DOI: https://doi.org/10.1007/s00894-014-2377-3",property,457,Syndiotactic Poly(methyl methacrylate),CG potentials via Ref 16,density,1.0451,{},https://doi.org/10.1007/s00894-014-2377-3,Multiscale simulations of the structure and dynamics of stereoregular poly_methyl methacrylate_s,c9dfa49151f7
"Polymer: Syndiotactic Poly(methyl methacrylate)
Property: radius_gyration = 0.858
Additional Info: {}
Force Field: CG potentials via Ref 16
Source: Multiscale simulations of the structure and dynamics of stereoregular poly_methyl methacrylate_s
DOI: https://doi.org/10.1007/s00894-014-2377-3",property,458,Syndiotactic Poly(methyl methacrylate),CG potentials via Ref 16,radius_gyration,0.858,{},https://doi.org/10.1007/s00894-014-2377-3,Multiscale simulations of the structure and dynamics of stereoregular poly_methyl methacrylate_s,a8430b2efe24
"Polymer: Polybutadiene (120 beads, Mw=3210 g/mol)
Property: density = 0.8197
Additional Info: {""condition"": ""120-mer, Mw=3210 g/mol""}
Force Field: SAFT-γ-Mie CGMD
Source: Oligomer/Polymer Blend Phase Diagram and Surface Concentration Profiles for Squalane/Polybutadiene: Experimental Measurements and Predictions from SAFT-Œ≥ Mie and Molecular Dynamics Simulations
DOI: https://doi.org/10.1021/acs.macromol.9b02155",property,459,"Polybutadiene (120 beads, Mw=3210 g/mol)",SAFT-γ-Mie CGMD,density,0.8197,"{""condition"": ""120-mer, Mw=3210 g/mol""}",https://doi.org/10.1021/acs.macromol.9b02155,Oligomer/Polymer Blend Phase Diagram and Surface Concentration Profiles for Squalane/Polybutadiene: Experimental Measurements and Predictions from SAFT-Œ≥ Mie and Molecular Dynamics Simulations,f4398ec2295e
"Polymer: Poly(ethylene glycol) 200
Property: density = 1.1035
Additional Info: {""condition"": ""Average Mn = 200 g/mol""}
Force Field: OPLS
Source: On the Behavior of the Ethylene Glycol Components of Polydisperse Polyethylene Glycol PEG200
DOI: https://doi.org/10.1021/acs.jpcb.2c06773",property,460,Poly(ethylene glycol) 200,OPLS,density,1.1035,"{""condition"": ""Average Mn = 200 g/mol""}",https://doi.org/10.1021/acs.jpcb.2c06773,On the Behavior of the Ethylene Glycol Components of Polydisperse Polyethylene Glycol PEG200,95786754aa1b
"Polymer: Poly(ethylene glycol) 200
Property: diffusion_coefficient = 1.28e-11
Additional Info: {""condition"": ""Average Mn = 200 g/mol""}
Force Field: OPLS
Source: On the Behavior of the Ethylene Glycol Components of Polydisperse Polyethylene Glycol PEG200
DOI: https://doi.org/10.1021/acs.jpcb.2c06773",property,461,Poly(ethylene glycol) 200,OPLS,diffusion_coefficient,1.28e-11,"{""condition"": ""Average Mn = 200 g/mol""}",https://doi.org/10.1021/acs.jpcb.2c06773,On the Behavior of the Ethylene Glycol Components of Polydisperse Polyethylene Glycol PEG200,043670c09401
"Polymer: Poly(ethylene glycol) 200
Property: viscosity = 0.0844
Additional Info: {""condition"": ""Average Mn = 200 g/mol""}
Force Field: OPLS
Source: On the Behavior of the Ethylene Glycol Components of Polydisperse Polyethylene Glycol PEG200
DOI: https://doi.org/10.1021/acs.jpcb.2c06773",property,462,Poly(ethylene glycol) 200,OPLS,viscosity,0.0844,"{""condition"": ""Average Mn = 200 g/mol""}",https://doi.org/10.1021/acs.jpcb.2c06773,On the Behavior of the Ethylene Glycol Components of Polydisperse Polyethylene Glycol PEG200,37ebc5efa47f
"Polymer: Poly(ethylene glycol) 200
Property: density = 1.0903
Additional Info: {""condition"": ""Average Mn = 200 g/mol""}
Force Field: Modified OPLS
Source: On the Behavior of the Ethylene Glycol Components of Polydisperse Polyethylene Glycol PEG200
DOI: https://doi.org/10.1021/acs.jpcb.2c06773",property,463,Poly(ethylene glycol) 200,Modified OPLS,density,1.0903,"{""condition"": ""Average Mn = 200 g/mol""}",https://doi.org/10.1021/acs.jpcb.2c06773,On the Behavior of the Ethylene Glycol Components of Polydisperse Polyethylene Glycol PEG200,9d8fc21a586f
"Polymer: Poly(ethylene glycol) 200
Property: diffusion_coefficient = 3.32e-11
Additional Info: {""condition"": ""Average Mn = 200 g/mol""}
Force Field: Modified OPLS
Source: On the Behavior of the Ethylene Glycol Components of Polydisperse Polyethylene Glycol PEG200
DOI: https://doi.org/10.1021/acs.jpcb.2c06773",property,464,Poly(ethylene glycol) 200,Modified OPLS,diffusion_coefficient,3.32e-11,"{""condition"": ""Average Mn = 200 g/mol""}",https://doi.org/10.1021/acs.jpcb.2c06773,On the Behavior of the Ethylene Glycol Components of Polydisperse Polyethylene Glycol PEG200,cf7ef98fc779
"Polymer: Poly(ethylene glycol) 200
Property: viscosity = 0.0322
Additional Info: {""condition"": ""Average Mn = 200 g/mol""}
Force Field: Modified OPLS
Source: On the Behavior of the Ethylene Glycol Components of Polydisperse Polyethylene Glycol PEG200
DOI: https://doi.org/10.1021/acs.jpcb.2c06773",property,465,Poly(ethylene glycol) 200,Modified OPLS,viscosity,0.0322,"{""condition"": ""Average Mn = 200 g/mol""}",https://doi.org/10.1021/acs.jpcb.2c06773,On the Behavior of the Ethylene Glycol Components of Polydisperse Polyethylene Glycol PEG200,f4b32ca8c6fe
"Polymer: PCDTBT Oligomer (P6, 6 repeat units)
Property: glass_transition_temp = 388
Additional Info: {""condition"": ""6-mer""}
Force Field: General Amber Force Field (GAFF) with new parametrization
Source: PCDTBT- Force Field Parameterization and Properties by Molecular Dynamics Simulation
DOI: https://doi.org/10.1021/acs.jpcb.4c08393",property,466,"PCDTBT Oligomer (P6, 6 repeat units)",General Amber Force Field (GAFF) with new parametrization,glass_transition_temp,388,"{""condition"": ""6-mer""}",https://doi.org/10.1021/acs.jpcb.4c08393,PCDTBT- Force Field Parameterization and Properties by Molecular Dynamics Simulation,d1bb839ec831
"Polymer: PCDTBT Oligomer (P8, 8 repeat units)
Property: glass_transition_temp = 403
Additional Info: {""condition"": ""8-mer""}
Force Field: General Amber Force Field (GAFF) with new parametrization
Source: PCDTBT- Force Field Parameterization and Properties by Molecular Dynamics Simulation
DOI: https://doi.org/10.1021/acs.jpcb.4c08393",property,467,"PCDTBT Oligomer (P8, 8 repeat units)",General Amber Force Field (GAFF) with new parametrization,glass_transition_temp,403,"{""condition"": ""8-mer""}",https://doi.org/10.1021/acs.jpcb.4c08393,PCDTBT- Force Field Parameterization and Properties by Molecular Dynamics Simulation,1a46356c2d91
"Polymer: Polystyrene (PS120)
Property: radius_gyration = 6.5
Additional Info: {""condition"": ""120-mer""}
Force Field: united atom and coarse-grained MD (MARTINI)
Source: Polymer-Threaded and Polymer-Wrapped Wormlike Micelle Solutions_ Molecular Dynamics Simulations
DOI: https://doi.org/10.1021/acs.macromol.9b00974",property,468,Polystyrene (PS120),united atom and coarse-grained MD (MARTINI),radius_gyration,6.5,"{""condition"": ""120-mer""}",https://doi.org/10.1021/acs.macromol.9b00974,Polymer-Threaded and Polymer-Wrapped Wormlike Micelle Solutions_ Molecular Dynamics Simulations,ce46da61240a
"Polymer: Polystyrene (PS120)
Property: radius_gyration = 3.7
Additional Info: {""condition"": ""120-mer""}
Force Field: united atom and coarse-grained MD (MARTINI)
Source: Polymer-Threaded and Polymer-Wrapped Wormlike Micelle Solutions_ Molecular Dynamics Simulations
DOI: https://doi.org/10.1021/acs.macromol.9b00974",property,469,Polystyrene (PS120),united atom and coarse-grained MD (MARTINI),radius_gyration,3.7,"{""condition"": ""120-mer""}",https://doi.org/10.1021/acs.macromol.9b00974,Polymer-Threaded and Polymer-Wrapped Wormlike Micelle Solutions_ Molecular Dynamics Simulations,18480ec00d7c
"Polymer: Polycaprolactone (PCL30)
Property: radius_gyration = 3.4
Additional Info: {""condition"": ""30-mer""}
Force Field: united atom MD
Source: Polymer-Threaded and Polymer-Wrapped Wormlike Micelle Solutions_ Molecular Dynamics Simulations
DOI: https://doi.org/10.1021/acs.macromol.9b00974",property,470,Polycaprolactone (PCL30),united atom MD,radius_gyration,3.4,"{""condition"": ""30-mer""}",https://doi.org/10.1021/acs.macromol.9b00974,Polymer-Threaded and Polymer-Wrapped Wormlike Micelle Solutions_ Molecular Dynamics Simulations,ef32b5207a31
"Polymer: Polycaprolactone (PCL30)
Property: radius_gyration = 2.6
Additional Info: {""condition"": ""30-mer""}
Force Field: united atom MD
Source: Polymer-Threaded and Polymer-Wrapped Wormlike Micelle Solutions_ Molecular Dynamics Simulations
DOI: https://doi.org/10.1021/acs.macromol.9b00974",property,471,Polycaprolactone (PCL30),united atom MD,radius_gyration,2.6,"{""condition"": ""30-mer""}",https://doi.org/10.1021/acs.macromol.9b00974,Polymer-Threaded and Polymer-Wrapped Wormlike Micelle Solutions_ Molecular Dynamics Simulations,399818c1d1c5
"Polymer: Poly(4-vinylpyridine) (P4VP120)
Property: radius_gyration = 5
Additional Info: {""condition"": ""120-mer""}
Force Field: united atom MD
Source: Polymer-Threaded and Polymer-Wrapped Wormlike Micelle Solutions_ Molecular Dynamics Simulations
DOI: https://doi.org/10.1021/acs.macromol.9b00974",property,472,Poly(4-vinylpyridine) (P4VP120),united atom MD,radius_gyration,5,"{""condition"": ""120-mer""}",https://doi.org/10.1021/acs.macromol.9b00974,Polymer-Threaded and Polymer-Wrapped Wormlike Micelle Solutions_ Molecular Dynamics Simulations,0c340e5882cf
"Polymer: Atactic Polystyrene
Property: glass_transition_temp = 375
Additional Info: {}
Force Field: COMPASS
Source: Properties of polystyrene and polymethyl methacrylate copolymers of polyhedral oligomeric silsesquioxanes_ A molecular dynamics study
DOI: https://doi.org/10.1002/polb.20691",property,485,Atactic Polystyrene,COMPASS,glass_transition_temp,375,{},https://doi.org/10.1002/polb.20691,Properties of polystyrene and polymethyl methacrylate copolymers of polyhedral oligomeric silsesquioxanes_ A molecular dynamics study,6d9a6a762a1e
"Polymer: Atactic Polystyrene
Property: youngs_modulus = 4.3
Additional Info: {}
Force Field: COMPASS
Source: Properties of polystyrene and polymethyl methacrylate copolymers of polyhedral oligomeric silsesquioxanes_ A molecular dynamics study
DOI: https://doi.org/10.1002/polb.20691",property,486,Atactic Polystyrene,COMPASS,youngs_modulus,4.3,{},https://doi.org/10.1002/polb.20691,Properties of polystyrene and polymethyl methacrylate copolymers of polyhedral oligomeric silsesquioxanes_ A molecular dynamics study,eed4cbbd1d13
"Polymer: Styrene Copolymer 2a (4 mol% cyclopentyl-T8-POSS)
Property: glass_transition_temp = 380
Additional Info: {""condition"": ""4 mol% cyclopentyl-T8-POSS""}
Force Field: COMPASS
Source: Properties of polystyrene and polymethyl methacrylate copolymers of polyhedral oligomeric silsesquioxanes_ A molecular dynamics study
DOI: https://doi.org/10.1002/polb.20691",property,487,Styrene Copolymer 2a (4 mol% cyclopentyl-T8-POSS),COMPASS,glass_transition_temp,380,"{""condition"": ""4 mol% cyclopentyl-T8-POSS""}",https://doi.org/10.1002/polb.20691,Properties of polystyrene and polymethyl methacrylate copolymers of polyhedral oligomeric silsesquioxanes_ A molecular dynamics study,43a420d4df03
"Polymer: Styrene Copolymer 2a (4 mol% cyclopentyl-T8-POSS)
Property: youngs_modulus = 4.12
Additional Info: {""condition"": ""4 mol% cyclopentyl-T8-POSS""}
Force Field: COMPASS
Source: Properties of polystyrene and polymethyl methacrylate copolymers of polyhedral oligomeric silsesquioxanes_ A molecular dynamics study
DOI: https://doi.org/10.1002/polb.20691",property,488,Styrene Copolymer 2a (4 mol% cyclopentyl-T8-POSS),COMPASS,youngs_modulus,4.12,"{""condition"": ""4 mol% cyclopentyl-T8-POSS""}",https://doi.org/10.1002/polb.20691,Properties of polystyrene and polymethyl methacrylate copolymers of polyhedral oligomeric silsesquioxanes_ A molecular dynamics study,b8de7ef4b206
"Polymer: Styrene Copolymer 2b (4 mol% cyclohexyl-T8-POSS)
Property: glass_transition_temp = 383
Additional Info: {""condition"": ""4 mol% cyclohexyl-T8-POSS""}
Force Field: COMPASS
Source: Properties of polystyrene and polymethyl methacrylate copolymers of polyhedral oligomeric silsesquioxanes_ A molecular dynamics study
DOI: https://doi.org/10.1002/polb.20691",property,489,Styrene Copolymer 2b (4 mol% cyclohexyl-T8-POSS),COMPASS,glass_transition_temp,383,"{""condition"": ""4 mol% cyclohexyl-T8-POSS""}",https://doi.org/10.1002/polb.20691,Properties of polystyrene and polymethyl methacrylate copolymers of polyhedral oligomeric silsesquioxanes_ A molecular dynamics study,1b0919e4f453
