text,chunk_type,doi,paper_title,polymers,properties,num_properties
"Title: Hierarchical multiscale analysis of polyimide films by molecular dynamics simulation: Investigation of thermo-mechanical properties

Abstract: The molecular dynamics simulations are adopted to investigate the thermo-mechanical properties of pyromellitic dianhydride(PMDA)/2-(4-aminophenyl)-1H-benzimidazole-5-amine(BIA), PMDA/p-phenylene diamine(PDA), PMDA/4,4'-oxidianiline(ODA), 3,3',4,4'biphenyldianhydride(BPDA)/BIA, BPDA/PDA, and BPDA/ODA polyimide films in hierarchical multiscale level. The results indicate that the properties follow the order of BIA > PDA > ODA.At a small scale, the hydrogen bonding in the BPDA/BIA polyimide strengthens the chain interactions and results in a coiling-shaped chain conformation, endowing the polyimide with superior properties. But the ODA increases the helical-shaped segments conformation, therefore possessing large elongation under small tension. At the scale of the entire polymeric chain, the chain mobility was discussed by the ratio of < 2 > to <s 2 > and MSD. And higher chain mobility corresponds to lower tensile modulus. At a large scale, the torsion angle distribution changes apparently before and after stretching, which increases the d-spacing and elongates the entire molecular chain simultaneously, serving as the main cause of polyimide tensile deformation.

Polymers Studied: Polyimide from PMDA and BIA, Polyimide from PMDA and PDA, Polyimide from PMDA and ODA, Polyimide from BPDA and BIA, Polyimide from BPDA and PDA, Polyimide from BPDA and ODA
Properties Measured: density, glass_transition_temp, radius_gyration, youngs_modulus
Force Fields Used: COMPASS

Sample Data:
  - Polyimide from PMDA and BIA: density = 1.29
  - Polyimide from PMDA and BIA: glass_transition_temp = 754
  - Polyimide from PMDA and BIA: radius_gyration = 3.93
  - Polyimide from PMDA and BIA: youngs_modulus = 5.37
  - Polyimide from PMDA and PDA: density = 1.32
  ... and 18 more measurements

DOI: https://doi.org/10.1016/j.polymer.2019.121645",paper,https://doi.org/10.1016/j.polymer.2019.121645,Hierarchical multiscale analysis of polyimide films by molecular dynamics simulation: Investigation of thermo-mechanical properties,"Polyimide from PMDA and BIA, Polyimide from PMDA and PDA, Polyimide from PMDA and ODA, Polyimide from BPDA and BIA, Polyimide from BPDA and PDA, Polyimide from BPDA and ODA","density, glass_transition_temp, radius_gyration, youngs_modulus",23
"Title: High-Throughput Molecular Dynamics Simulations and Validation of Thermophysical Properties of Polymers for Various Applications

Abstract: Recent advances in graphics processing unit (GPU) hardware and improved efficiencies of atomistic simulation programs allow for the screening of a large number of polymers to predict properties that require running and analyzing long molecular dynamics (MD) trajectories. This paper outlines a MD simulation workflow based on GPU MD simulation and the refined optimized potentials for liquid simulation (OPLS) OPLS3e force field to calculate glass transition temperatures (T g s) of 315 polymers for which Bicerano reported experimental values [Bicerano, J. Prediction of Polymer Properties; Marcel Dekker Inc.: New York, 1996]. Applying the workflow across this large set of polymers allowed for a comprehensive evaluation of the protocol performance and helped in understanding its merits and limitations. We observe a consistent trend between predicted T g values and empirical observation across several subsets of polymers. Thus, the protocol established in this work is promising for exploring targeted chemical spaces and aids in the evaluation of polymers for various applications, including composites, coatings, electrical casings, etc. During the stepwise cooling simulation for the calculation of T g , a subset of polymers clearly showed an ordered structure developing as the temperature decreased. Such polymers have a point of discontinuity on the specific volume vs temperature plot, which we associate with the melting temperature (T m ). We demonstrate the distinction between crystallized and amorphous polymers by examining polyethylene. Linear polyethylene shows a discontinuity in the specific volume vs temperature plot, but we do not observe the discontinuity for branched polyethylene simulations. KEYWORDS: molecular dynamics (MD), graphics processing unit (GPU), polymers, glass transition temperature (T g ), melting temperature (T m )

Polymers Studied: Polyoxyoctamethylene
Properties Measured: glass_transition_temp
Force Fields Used: OPLS3e

Sample Data:
  - Polyoxyoctamethylene: glass_transition_temp = 238

DOI: https://doi.org/10.1021/acsapm.0c00524",paper,https://doi.org/10.1021/acsapm.0c00524,High-Throughput Molecular Dynamics Simulations and Validation of Thermophysical Properties of Polymers for Various Applications,Polyoxyoctamethylene,glass_transition_temp,1
"Title: How Does Monomer Structure Affect the Interfacial Dynamics of Supported Ultrathin Polymer Films?

Abstract: We utilize recently introduced chemically specific but coarse-grained models of poly(ethylene oxide) (PEO) and poly(methyl methacrylate) (PMMA) to explore the influence of monomer architecture on the dynamics of supported thin polymer films based on molecular dynamics simulations. In particular, we contrast differences in the molecular packing and mobility gradients in these materials near the substrate and ""free"" interface regions. As expected, relaxation is generally enhanced in the free surface region relative to the film interior (and bulk), and the degree of enhancement is similar for both PEO and PMMA. However, the dynamical changes near the substrate are more sensitive to monomer structure, and are enhanced with increasing polymer-substrate interaction strength, Œµ. PMMA is relatively stiff compared to PEO and has a side group of appreciable size, and we find that the dynamics of PMMA near the substrate are slowed significantly more in comparison to PEO for the same substrate. Substrate interactions lead to a notable difference of local fragility near the substrate that appears to arise from a higher cohesive interaction strength of the PMMA chains in this region. Our data also reveal the inadequacy of the these coarse-grained polymer models to reproduce the experimentally known differences in the fragility of these materials. However, this technical shortcoming is not expected to alter our qualitative conclusions regarding the comparative effect of substrate interactions on relatively flexible polymers such as PEO versus a relatively stiff polymer such as PMMA.

Polymers Studied: Poly(methyl methacrylate), Poly(ethylene oxide)
Properties Measured: glass_transition_temp
Force Fields Used: coarse-grained model

Sample Data:
  - Poly(methyl methacrylate): glass_transition_temp = 389
  - Poly(ethylene oxide): glass_transition_temp = 270

DOI: https://doi.org/10.1021/acs.macromol.0c01413",paper,https://doi.org/10.1021/acs.macromol.0c01413,How Does Monomer Structure Affect the Interfacial Dynamics of Supported Ultrathin Polymer Films?,"Poly(methyl methacrylate), Poly(ethylene oxide)",glass_transition_temp,2
"Title: How Thick is the Interphase in an Ultrathin Polymer Film? Coarse-Grained Molecular Dynamics Simulations of Polyamide-6,6 on Graphene

Abstract: Coarse-grained molecular dynamics simulations have been performed to study a nanometric polyamide-6,6 film containing long chains (100 chemical repeat units), in contact with a graphene surface and with vacuum, in a huge simulation box (the distance between the interfaces ‚âà 36 nm) for a long time (70 ns). Compared with atomistic simulations, with limitations in chain length, box size, and simulation time, restricting them to the study of local structural and short-time dynamic properties, this simulation covers a broad range of length scales and captures the long-time relaxation regime of long chains. This enables one to discriminate the interphase thickness for local and global structural properties and to study the interplay between the change in structural and the associated dynamic properties in the interphase compared with the bulk polymer. Our results indicate that the interphase thickness depends on the length scale of particular property of interest for the bulk polymer. At both interfaces a minimum interphase thickness, ‚àº3.0 nm, is associated with local structural properties such as layering of individual superatoms and the hydrogen bonding between amide groups. The interphase thickness, however, extends to an intermediated length of about one radius of gyration, R g , of the unperturbed polymer (6 nm) and a maximum length of 2R g in the case of such polymer structural properties as the chain conformations and reach of chains with at least one contact to the interface to the polymer phase, respectively. Accordingly, the time scales for both short-and long-time dynamic properties in the interphase vary (with respect to the corresponding property in the bulk) as a function of distance from the surfaces. The change in time scales, in a 3 nm thick slab parallel to the interfaces, is shown to cover a broad range from 10% to four orders of magnitude. The former change in time scales occurs in the case of such a short-time dynamic property like HB formation (occurring in a few picoseconds for bulk polymer) at the vacuum interface, whereas the latter one corresponds to a long-time dynamics process such as the center-of-mass translation in the perpendicular direction at the graphene interface (occurring in hundreds of nanosecond for bulk polymer).

Polymers Studied: Polyamide-6,6
Properties Measured: density, radius_gyration
Force Fields Used: Coarse-grained (CG) model with potentials from iterative Boltzmann inversion

Sample Data:
  - Polyamide-6,6: density = 0.99
  - Polyamide-6,6: radius_gyration = 6.1

DOI: https://doi.org/10.1021/jp400142h",paper,https://doi.org/10.1021/jp400142h,"How Thick is the Interphase in an Ultrathin Polymer Film? Coarse-Grained Molecular Dynamics Simulations of Polyamide-6,6 on Graphene","Polyamide-6,6","density, radius_gyration",2
"Title: How to predict diffusion of medium-sized molecules in polymer matrices. From atomistic to coarse grain simulations

Abstract: The normal diffusion regime of many small and medium-sized molecules occurs on a time scale that is too long to be studied by atomistic simulations. Coarse-grained (CG) molecular simulations allow to investigate length and time scales that are orders of magnitude larger compared to classical molecular dynamics simulations, hence providing a valuable approach to span time and length scales where normal diffusion occurs. Here we develop a novel multi-scale method for the prediction of diffusivity in polymer matrices which combines classical and CG molecular simulations. We applied an atomistic-based method in order to parameterize the CG MARTINI force field, providing an extension for the study of diffusion behavior of penetrant molecules in polymer matrices. As a case study, we found the parameters for benzene (as medium sized penetrant molecule whose diffusivity cannot be determined through atomistic models) and Poly (vinyl alcohol) (PVA) as polymer matrix. We validated our extended MARTINI force field determining the self diffusion coefficient of benzene (2.27‚Ä¢10 -9 m 2 s -1 ) and the diffusion coefficient of benzene in PVA (0.263‚Ä¢10 -12 m 2 s -1 ). The obtained diffusion coefficients are in remarkable agreement with experimental data (2.20‚Ä¢10 -9 m 2 s -1 and 0.25‚Ä¢10 -12 m 2 s -1 , respectively). We believe that this method can extend the application range of computational modeling, providing modeling tools to study the diffusion of larger molecules and complex polymeric materials.

Polymers Studied: Polyvinyl Alcohol
Properties Measured: density
Force Fields Used: MARTINI

Sample Data:
  - Polyvinyl Alcohol: density = 1.305

DOI: https://doi.org/10.1007/s00894-010-0687-7",paper,https://doi.org/10.1007/s00894-010-0687-7,How to predict diffusion of medium-sized molecules in polymer matrices. From atomistic to coarse grain simulations,Polyvinyl Alcohol,density,1
"Title: Hybrid molecular dynamics simulations of living filaments

Abstract: We propose a hybrid molecular dynamics/multi-particle collision dynamics model to simulate a set of self-assembled semiflexible filaments and free monomers. Further, we introduce a Monte Carlo scheme to deal with single monomer addition (polymerization) or removal (depolymerization), satisfying the detailed balance condition within a proper statistical mechanical framework. This model of filaments, based on the wormlike chain, aims to represent equilibrium polymers with distinct reaction rates at both ends, such as self-assembled adenosine diphosphate-actin filaments in the absence of adenosine triphosphate (ATP) hydrolysis and other proteins. We report the distribution of filament lengths and the corresponding dynamical fluctuations on an equilibrium trajectory. Potential generalizations of this method to include irreversible steps like ATP-actin hydrolysis are discussed.

Polymers Studied: Polyvinyl Alcohol with Benzene
Properties Measured: diffusion_coefficient
Force Fields Used: Hybrid molecular dynamics / multi-particle collision dynamics (MD/MPCD)

Sample Data:
  - Polyvinyl Alcohol with Benzene: diffusion_coefficient = 0.043*

DOI: https://doi.org/10.1063/1.3694672",paper,https://doi.org/10.1063/1.3694672,Hybrid molecular dynamics simulations of living filaments,Polyvinyl Alcohol with Benzene,diffusion_coefficient,1
"Title: Influence of Surface Grafted Polymers on the Polymer Dynamics in a Silica_Polystyrene Nanocomposite_ A Coarse-Grained Molecular Dynamics Investigation

Abstract: Performing coarse-grained molecular dynamics simulations, the local dynamics of free and grafted polystyrene chains surrounding a spherical silica nanoparticle has been investigated, where the silica nanoparticle was either bare or grafted with 80-monomer polystyrene chains. The effect of the free (matrix) chain molecular weight and grafting density on the relaxation time of both the free and grafted polystyrene chains has been investigated. Furthermore, we have analyzed the local mobility of the grafted chains at different separations from the nanoparticle surface, as well as on the mean square displacement of the nanoparticles. Proximity to the surface, confinement by the surface, increased grafting density and increased matrix chain length were found to slow down the dynamics of the chain monomers and hence to increase the corresponding relaxation times. ""Drying"" of the grafted network of the nanoparticle via increasing the free chain lengths, which is known to shrink the brush-height, was found to slow down the relaxation of the brushes, too. The thickness of the interphase, beyond which the polymers showed bulklike behavior, was ‚àº2 nm for a bare nanoparticle, corresponding to four monomer layers, for all matrix chain lengths investigated. It increased to ‚àº3 nm for grafted nanoparticles depending on the grafting density and the matrix chain molecular weight.

Polymers Studied: Polystyrene (PS), Polystyrene
Properties Measured: diffusion_coefficient, radius_gyration, density
Force Fields Used: Coarse-grained MD (IBI potentials), Coarse-grained (CG) model

Sample Data:
  - Polystyrene (PS): diffusion_coefficient = 2.44e-12
  - Polystyrene (PS): diffusion_coefficient = 2.25e-12
  - Polystyrene (PS): radius_gyration = 2.38
  - Polystyrene (PS): diffusion_coefficient = 1.03e-12
  - Polystyrene (PS): radius_gyration = 1.01
  ... and 7 more measurements

DOI: https://doi.org/10.1021/jp407109r",paper,https://doi.org/10.1021/jp407109r,Influence of Surface Grafted Polymers on the Polymer Dynamics in a Silica_Polystyrene Nanocomposite_ A Coarse-Grained Molecular Dynamics Investigation,"Polystyrene (PS), Polystyrene","diffusion_coefficient, radius_gyration, density",12
"Title: Influence of oxidation on the dynamics in amorphous ethylene-propylene-diene-monomer copolymer: A molecular dynamics simulation

Abstract: This work is dedicated to the mechanism underlying the influence of the oxidation on the dynamic and static characteristics of ethylene-propylene-diene monomer (EPDM) copolymer. A molecular dynamics simulation was employed to provide an insight into the effects of oxidation on the micro and macroscopic properties, such as the density and self-diffusion, free volume, glass transition, and chain transition dynamics. The carbonyl product, the chain scission, and the crosslinking in the EPDM were considered. Self-coefficients and radial distribution function were analyzed to achieve the diffusion and the structure of the systems using a 10 ns produce run at an equilibrium (298 K). The temperature dependence of glass transition and the autocorrelation function for internal torsional rotation have been discussed for understanding the chain dynamics and flexibility after aging, such as the relaxation time and the activation energy. It turns out that the introduction of more carbonyl groups suppresses the internal rotation and the conformational transition of the chains, resulting in the decrease of diffusion M A N U S C R I P T A C C E P T E D ACCEPTED MANUSCRIPTand less flexibility due to the strong polar interaction. A system associated with short chains after chain scission possesses a low activation energy, indicating a more flexibility of the chains. Furthermore, the crosslinked structure contributes to the weak chain transition of EPDM (higher T g ) and the high modulus (harden). The different molecular dynamics could be derived from the interaction energy and the structures, such as polar and nonbonded interaction. Some aspects of the details of chain rotation are discussed in this paper.

Polymers Studied: Ethylene-Propylene-Diene Monomer Copolymer, Ethylene-Propylene-Diene Monomer Copolymer (oxidized variant k), Ethylene-Propylene-Diene Monomer Copolymer (oxidized variant l), Ethylene-Propylene-Diene Monomer Copolymer (oxidized variant m), Ethylene-Propylene-Diene Monomer Copolymer (oxidized variant p+q), Ethylene-Propylene-Diene Monomer Copolymer (oxidized variant n), Ethylene-Propylene-Diene Monomer Copolymer (crosslinked)
Properties Measured: density, diffusion_coefficient, glass_transition_temp, radius_gyration
Force Fields Used: GAFF

Sample Data:
  - Ethylene-Propylene-Diene Monomer Copolymer: density = 0.871
  - Ethylene-Propylene-Diene Monomer Copolymer: diffusion_coefficient = 3.85e-12
  - Ethylene-Propylene-Diene Monomer Copolymer: glass_transition_temp = 280
  - Ethylene-Propylene-Diene Monomer Copolymer: radius_gyration = 2.16
  - Ethylene-Propylene-Diene Monomer Copolymer (oxidized variant k): density = 0.872
  ... and 19 more measurements

DOI: https://doi.org/10.1016/j.polymdegradstab.2017.12.001",paper,https://doi.org/10.1016/j.polymdegradstab.2017.12.001,Influence of oxidation on the dynamics in amorphous ethylene-propylene-diene-monomer copolymer: A molecular dynamics simulation,"Ethylene-Propylene-Diene Monomer Copolymer, Ethylene-Propylene-Diene Monomer Copolymer (oxidized variant k), Ethylene-Propylene-Diene Monomer Copolymer (oxidized variant l), Ethylene-Propylene-Diene Monomer Copolymer (oxidized variant m), Ethylene-Propylene-Diene Monomer Copolymer (oxidized variant p+q), Ethylene-Propylene-Diene Monomer Copolymer (oxidized variant n), Ethylene-Propylene-Diene Monomer Copolymer (crosslinked)","density, diffusion_coefficient, glass_transition_temp, radius_gyration",24
"Title: Interaction between P3HT and Au/Ag/Cu/Al nanowires: A molecular dynamics study

Abstract: The synthesis and characterization of polymer-nanowires (NWs) comp osites have recently received important attention because of the new and improved properties of these materials for a wide range of applications suc h as ultrastrong materials, solar cell technology, bio-environmental sensing, aerospace, catalysis , sensors, optical devices, ultra-low power electronic devices and high density memories. In this work, molecular dynamics simulations (MD) with polymer consistent force field (PCFF) were performed to study the interaction between Poly(3-hexythiophene) (P3HT) and gold, silver, copper and aluminum nanowires in vacuum, because the interfacial interaction between polymer and NW has main effect on mechanical and electrical properties. The influence of main factors such as NW radius, type of metal and temperat ure on the interfacial adhesion of NW-P3HT and radius of gyration of polymers (R g ) were studied. This study shows that the interaction energy decreases weakly with increasing temperature. We found that Au shows the strongest interaction energy, then Ag, Cu, and finally Al. In addition, the inter action energy increased with increasing NW radius, thus the NW with large radius is the best type for reinforcement. The influence of NW diameter and temperature on R g was investigated. We found that R g oscillated slowly with increasing of temperature and NW diameter and they have no any influences on the radius of gyration of polymers (R g ). We found that the inter action energy between P3HT and NW is stronger than interactio n energy between P3HT and CNTs, thus NWs can replace instead of CNTs in ultrastrong materials.

Polymers Studied: Poly(3-hexylthiophene)
Properties Measured: radius_gyration
Force Fields Used: PCFF

Sample Data:
  - Poly(3-hexylthiophene): radius_gyration = 0.825

DOI: https://doi.org/10.1016/j.commatsci.2013.03.040",paper,https://doi.org/10.1016/j.commatsci.2013.03.040,Interaction between P3HT and Au/Ag/Cu/Al nanowires: A molecular dynamics study,Poly(3-hexylthiophene),radius_gyration,1
"Title: Interaction of Curcumin with PEO–PPO–PEO Block Copolymers: A Molecular Dynamics Study

Abstract: Curcumin, a naturally occurring drug molecule, has been extensively investigated for its various potential usages in medicine. Its water insolubility and high metabolism rate require the use of drug delivery systems to make it effective in the human body. Among various types of nanocarriers, block copolymer based ones are the most effective. These polymers are broadly used as drug-delivery systems, but the nature of this process is poorly understood. In this paper, we propose a molecular dynamics simulation study of the interaction of Curcumin with block copolymer based on polyethylene oxide (PEO) and polypropylene oxide (PPO). The study has been conducted considering the smallest PEO and PPO oligomers and multiple chains of the block copolymer Pluronic P85. Our study shows that the more hydrophobic 1,2-dimethoxypropane (DMP) molecules and PPO block preferentially coat the Curcumin molecule. In the case of the Pluronic P85, simulation shows formation of a drug-polymer aggregate within 50 ns. This process leaves exposed the PEO part of the polymers, resulting in better solvation and stability of the drug in water.

Polymers Studied: Pluronic P85 (PEO-PPO-PEO triblock copolymer)
Properties Measured: radius_gyration
Force Fields Used: GROMOS96

Sample Data:
  - Pluronic P85 (PEO-PPO-PEO triblock copolymer): radius_gyration = 2.13
  - Pluronic P85 (PEO-PPO-PEO triblock copolymer): radius_gyration = 5

DOI: https://doi.org/10.1021/jp309476u",paper,https://doi.org/10.1021/jp309476u,Interaction of Curcumin with PEO–PPO–PEO Block Copolymers: A Molecular Dynamics Study,Pluronic P85 (PEO-PPO-PEO triblock copolymer),radius_gyration,2
"Title: Interface Characteristics of Neat Melts and Binary Mixtures of Polyethylenes from Atomistic Molecular Dynamics Simulations

Abstract: Molecular dynamics simulations of free-standing thin films of neat melts of polyethylene (PE) chains up to C 150 H 302 and their binary mixtures with n-C 13 H 28 are performed employing a united atom model. We estimate the surface tension values of PE melts from the atomic virial tensor over a range of temperatures, which are in good agreement with experimental results. Compared with short n-alkane systems, there is an enhanced surface segregation of methyl chain ends in longer PE chains. Moreover, the methyl groups become more segregated in the surface region with decreasing temperature, leading to the conclusion that the surface-segregation of methyl chain ends mainly arises from the enthalpic origin attributed to the lower cohesive energy density of terminal methyl groups. In the mixtures of two different chain lengths, the shorter chains are more likely to be found in the surface region, and this molecular segregation in moderately asymmetric mixtures in the chain length (C 13 H 28 + C 44 H 90 ) is dominated by the enthalpic effect of methyl chain ends. Such molecular segregation is further enhanced and dominated by the entropic effect of conformational constraints in the surface for the highly asymmetric mixtures containing long polymer chains (C 13 H 28 + C 150 H 3020 ). The estimated surface tension values of the mixtures are consistent with the observed molecular segregation characteristics. Despite this molecular segregation, the normalized density of methyl chain ends of the longer chain is more strongly enhanced, as compared with the all-segment density of the longer chain itself, in the surface region of melt mixtures. In addition, the molecular segregation results in higher order parameter of the shorter-chain segments at the surface and deeper persistence of surface-induced segmental order into the film for the longer chains, as compared with those in neat melt films.

Polymers Studied: Polyethylene (C44H90), Polyethylene (C150H302)
Properties Measured: density
Force Fields Used: United Atom model

Sample Data:
  - Polyethylene (C44H90): density = 0.788
  - Polyethylene (C150H302): density = 0.811

DOI: https://doi.org/10.3390/polym12051059",paper,https://doi.org/10.3390/polym12051059,Interface Characteristics of Neat Melts and Binary Mixtures of Polyethylenes from Atomistic Molecular Dynamics Simulations,"Polyethylene (C44H90), Polyethylene (C150H302)",density,2
"Title: Interface characteristics of polystyrene melts in free-standing thin films and on graphite surface from molecular dynamics simulations

Abstract: Interface characteristics of polystyrene (PS) melts in free-standing thin films and on a graphite surface were investigated by molecular dynamics simulations employing an explicit all-atom force field. The calculated surface tension is in good agreement with experiment, which provides good support for the force field parameters employed. In the polymer/vacuum free-surface region, the density profile exhibits an enrichment of phenyl groups relative to the backbone alkyl groups at the outermost low-density free surface, but this free surface is followed by a layer of relatively depleted phenyls and enriched alkyls of ca. 7 √Ö thickness. In the free surface, the phenyl-ring normal vectors and backbone chain vectors are both preferentially oriented along the film surface, in agreement with available experiments. At the polymer/ graphite interface, the backbone chain vectors are strongly oriented along the graphite surface whereas the orientation distribution of phenyl-ring normal vectors exhibits two maxima along the nearly parallel (20 ) and the perpendicular direction to the graphite-surface normal. A densely packed structure is formed at the PS-graphite interface, which strongly decreases the segmental chain mobility, in contrast to the enhanced segmental mobility in the free-surface region.

Polymers Studied: Polystyrene
Properties Measured: density
Force Fields Used: Smith et al. explicit all-atom

Sample Data:
  - Polystyrene: density = 0.984

DOI: https://doi.org/10.1016/j.polymer.2017.02.078",paper,https://doi.org/10.1016/j.polymer.2017.02.078,Interface characteristics of polystyrene melts in free-standing thin films and on graphite surface from molecular dynamics simulations,Polystyrene,density,1
"Title: Interfacial Molecular Structure and Dynamics of Confined Ring Polymer Melts under Shear Flow

Abstract: We present the fundamental molecular characteristics underlying the rheological behaviors of interfacial ring polymers in a wide range of flow strengths using atomistic nonequilibrium molecular dynamics simulations of confined ring polyethylene melts under shear. Ring polymer, with its intrinsic closed molecular topology, exhibits a weaker interfacial slip in the weak-to-intermediate flow regime as compared to its linear analogue because of the larger friction between the ring chains and the wall arising from a longer chain dimension in the neutral direction at the interface. In the intermediate flow regime, ring polymer displays, in addition to the standard out-of-plane wagging mechanism of local loops (similar to the linear polymer), a distinctive molecular mechanism (loop migration) wherein locally created chain loops propagate along the chain in the flow direction. This additional mechanism leads to a lesser degree of the overall decreasing tendency of interfacial slip in the intermediate flow regime. In the strong flow regime, interfacial ring chains display rotation and tumbling dynamics at the wall. However, in contrast to the linear polymer, the ring polymer exhibits two distinct (parallel and vertical) loop tumbling dynamics depending on the angle of the loop-section plane relative to the vorticity plane. We further observed that at strong flow fields an interfacial chain is frequently coupled with other nearby interfacial chains, implicating an increased effective molecular weight of a moving interfacial chain thereby affecting the interfacial chain dynamics and properties. These dynamical features may enhance our understanding of various interfacial properties and phenomena in practical polymer processes.

Polymers Studied: Polyethylene (C128 ring), Polyethylene (C400 linear), Polyethylene (C400 ring)
Properties Measured: density
Force Fields Used: TraPPE and SKS united atom model

Sample Data:
  - Polyethylene (C128 ring): density = 0.77
  - Polyethylene (C400 linear): density = 0.7294
  - Polyethylene (C400 ring): density = 0.739

DOI: https://doi.org/10.1021/acs.macromol.8b00395",paper,https://doi.org/10.1021/acs.macromol.8b00395,Interfacial Molecular Structure and Dynamics of Confined Ring Polymer Melts under Shear Flow,"Polyethylene (C128 ring), Polyethylene (C400 linear), Polyethylene (C400 ring)",density,3
"Title: Interfacial adhesion behavior of polyimides on silica glass: A molecular dynamics study

Abstract: Steered molecular dynamics (SMD) Reactive force-field (ReaxFF) Polyimide Silica glass (SiO 2 ) Potential of mean force (PMF) a b s t r a c tWe investigate the adhesion behavior between polyimide and silica glass using molecular dynamics simulations, which is important for improving the manufacturing process of flexible displays. Various polyimides are simulated to understand the complex adhesion mechanisms that occur at the interface with inorganic glass. Through the pulling process implemented within the framework of steered molecular dynamics using reactive force-field, we calculate properties such as potential of mean force, pulling distance, and pulling force, which govern the adhesion behavior at the polymer-glass interface. It is found that a polyimide with a lower coefficient of thermal expansion requires a greater force but a shorter pulling distance to completely detach it from the silica surface. The change in the chain conformation during the pulling process reveals that polyimide chains near the interface dominate the molecular response due to their stronger adhesion to the glass surface. The decomposed energy terms from the interatomic potential indicate that the contribution from bonds and coulombic energy play the most significant role in the deformation of the system. Finally, failure mode analysis demonstrates that adhesive failure is the dominant mechanism regardless of the type of polyimide.

Polymers Studied: Polyamide (DHBZ-BPDA), Polyamide (DHBZ-BTDA), Polyamide (DHBZ-DTDA)
Properties Measured: density, radius_gyration, youngs_modulus
Force Fields Used: ReaxFF

Sample Data:
  - Polyamide (DHBZ-BPDA): density = 1.3
  - Polyamide (DHBZ-BPDA): radius_gyration = 3.164
  - Polyamide (DHBZ-BPDA): youngs_modulus = 8.2
  - Polyamide (DHBZ-BTDA): density = 1.32
  - Polyamide (DHBZ-BTDA): radius_gyration = 2.438
  ... and 4 more measurements

DOI: https://doi.org/10.1016/j.polymer.2016.06.017",paper,https://doi.org/10.1016/j.polymer.2016.06.017,Interfacial adhesion behavior of polyimides on silica glass: A molecular dynamics study,"Polyamide (DHBZ-BPDA), Polyamide (DHBZ-BTDA), Polyamide (DHBZ-DTDA)","density, radius_gyration, youngs_modulus",9
"Title: Investigation by molecular dynamics simulation of the glass transition temperature and elastic properties of amorphous polymers PMMA, PMAAM and PMMA co PMAAM copolymers

Abstract: In this study, the glass transition temperatures T g of both polymethacrylamide (PMAAM) and polymethylmethacrylate (PMMA) polymers, and their related copolymers P(MMA (1 -x) MAAM (x) ) at various composition (x) were calculated, using molecular dynamics simulation. Calculations are performed using AMBER force field to describe the potential energies of homopolymers and copolymers structures. We have employed the static method to determine the bulk modulus, Young's modulus, shear modulus and Poisson's ratio at temperature 300 K. Our results stay in good agreement with the experimental ones. The T g of PMAAM (213.3 ¬∞C) is greater than T g of PMMA (115.9 ¬∞C) which is explained by the difference in their chemical structures, while the T g increases linearly with increasing composition (x) in copolymer P(MMA (1 -x) MAAM (x) ). From our findings, we have investigated the viscoelastic behavior at different regions to predict the effect of temperature on the mechanical properties of these polymers and copolymers.

Polymers Studied: Poly(methyl methacrylate), Poly(methacrylamide), Poly(methyl methacrylate-co-methacrylamide)
Properties Measured: glass_transition_temp, youngs_modulus
Force Fields Used: AMBER

Sample Data:
  - Poly(methyl methacrylate): glass_transition_temp = 388.9
  - Poly(methyl methacrylate): youngs_modulus = 3.19
  - Poly(methacrylamide): glass_transition_temp = 483.4
  - Poly(methacrylamide): youngs_modulus = 4.84
  - Poly(methyl methacrylate-co-methacrylamide): glass_transition_temp = 422.9
  ... and 9 more measurements

DOI: https://doi.org/10.1007/s00289-016-1637-z",paper,https://doi.org/10.1007/s00289-016-1637-z,"Investigation by molecular dynamics simulation of the glass transition temperature and elastic properties of amorphous polymers PMMA, PMAAM and PMMA co PMAAM copolymers","Poly(methyl methacrylate), Poly(methacrylamide), Poly(methyl methacrylate-co-methacrylamide)","glass_transition_temp, youngs_modulus",14
